	A(a)	Al-001A	Al-001B	Al-002A	Al-002B	Al-003A	Al-003B	Al-004A	Al-004B	AlF-001	AlF-002	AlF-003	AlF-004	AlF-005	AlT1-001A	AlT1-001B	B(a)	Blank1	Blank10	Blank11	Blank12	Blank13	Blank2	Blank3	Blank4	Blank5	Blank6	Blank7	Blank8	blank9	C(a)	extraction shield blank	FsA	FsB	FsC	Mo-001	Mo-002	Mo-003	Mo-004	Mo-005	Mo-006	Mo-007	Mo-008	Mo-009	Mo-010	Mo-011	Mo-012	Mo-013	Mo-014	Mo-015	Mo-016	Mo-017	Mo-018	Mo-019	Mo-020	MOF-001	MOF-002	MOF-003	MOF-004	MOF-005	MoT1-001A	MoT1-001B	positive	WsA	WsA2	WsB	WsB2	WsC	WsC2	WT-001	WT-002	WT-003	WT-004	WT-005	WT-006	WT-007	WT-008	WT-009	WT-010	WT-011	WT-012	WT-013	WT-014	WT-015	WT-016	WT-017	WT-018	WT-019	WT-020	WTF-001	WTF-002	WTF-003	WTF-004	WTF-005	WTT1-001A	WTT1-001B	2ALF001	2ALF003	2MOF002	2MOF003	2MOF004	2MOF005	2WTF001	2WTF002	2WTF003	2WTF004	ALW001	Blankother1	Blankother2	Blankother3	Dr AL001g	DrAL001s	DrAL001t	Dr AL002g	DrAL002s	DrAL002t	Dr AL003g	DrAL003s	DrAL003t	Dr AL004g	DrAL004s	DrAL004t	DrLAL001	DrLAL002	DrLAL003	DrLIRF8001	DrLIRF8002	DrLIRF8003	DrLIRF8C001	DrLIRF8C002	DrLIRF8C003	DrLWT001	DrLWT002	DrLWT003	DrMO001g	DrMO001s	DrMO001t	DrMO002g	DrMO002s	DrMO002t	DrMO003g	DrMO003s	DrMO003t	DrMO004g	DrMO004s	DrMO004t	DrWT001g	DrWT001s	DrWT001t	DrWT002g	DrWT002s	DrWT002t	DrWT003g	DrWT003s	DrWT003t	DrWT004g	DrWT004s	DrWT004t	Extractionblank1	Extractionblank2	Extractionblank3	Extractionblank4	Extractionblank5	MOW001	PCR27blank1PCR1	PCR27blank2PCR1	PCR37blank1PCR1	PCR37blank2PCR1	PCRblank1PCR2	PCRblank2PCR2	PCRblank3PCR2	Positive control27PCR1	Positive control37PCR1	WTW001	YIRF8CF001	YIRF8CF002	YIRF8CF003	YIRF8CW001	YIRF8F001	YIRF8F002	YIRF8F003	YIRF8W001
ASV_23	63	0	0	0	0	0	0	317	0	548	1073	1357	594	1489	0	0	125	0	0	0	343	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	207	157	322	68	0	48	0	117	0	473	140	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	1605	633	538	1207	1442	1354	105	42	130	0	846	0	0	0	0	0	0	0	2169	0	0	0	0	32	102	0	0	0	0	0	374	0	71	118	0	0	0	0	0	6430	0	0	160	0	0	0	0	320	1166	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	87	3688	1644	530	0	11642	8455	7792	803
ASV_24	0	0	0	0	0	0	0	146	0	0	0	0	0	0	44	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	160	0	0	0	0	0	0	70	0	0	364	78	0	795	18	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	35	871	206	337	87	89	271	53	700	1263	676	9596	944	871	2712	1503	179	0	0	0	98	372	0	2918	282	2641	42	0	0	36	101	0	0	0	0	0	0	0	0	8	0	0	0	22	1366	0	158	1150	223	1390	1345	474	0	10023	272	135	115	0	27	0	0	0	663	0	0	51	0	0	0	0	0	0	0	1294	0	0	0	0	0	0	0	17	0	1264	1222	1753	1891	0	273	607	396	57
ASV_25	46	3	682	0	0	0	0	424	0	126	312	771	93	252	862	678	68	0	383	0	141	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	37	0	128	189	148	254	87	361	611	0	1537	195	3898	79	2357	257	0	0	83	0	0	0	0	0	0	1197	0	0	0	0	0	0	0	434	0	0	579	54	1162	142	263	378	214	2119	780	2043	4101	1056	1466	1962	2722	2657	416	98	0	0	0	75	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	9	0	0	0	0	107	0	0	86	0	0	231	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	3	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	329	9127	2933	439	0	102	47	115	0
ASV_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	380	1306	2105	1628	15695	581	413	1267	411	58	0	0	0	81	258	0	110	2874	866	61	0	269	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	0	81	357	0	136	627	0	0	3836	234	0	37	1125	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	576	581	265	1009	0	5412	4649	3295	1027
ASV_27	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	38	66	0	18	0	0	48	107	71	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	225	71	73	212	159	110	0	359	744	461	411	253	495	1786	1052	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	457	0	0	336	0	0	106	92	0	1294	0	448	0	0	0	197	0	0	40887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	386	108	75	0	55	0	60	0
ASV_28	46	249	635	0	0	0	0	980	0	135	295	810	96	385	1565	1328	160	0	0	0	1248	397	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	130	158	261	172	357	100	491	866	0	2019	367	4850	34	3648	392	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	1508	289	462	988	582	2211	683	1732	4187	664	1345	1393	3110	3786	221	100	0	0	0	57	0	0	0	12	0	0	42	0	0	158	0	0	0	0	0	0	4	0	0	0	0	0	6	58	0	0	42	0	0	120	0	0	0	0	0	0	0	128	0	0	0	147	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	439	871	470	242	0	0	0	0	0
ASV_29	0	0	0	0	0	0	0	0	0	33	145	67	9	113	61	117	49	0	0	0	524	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	90	76	178	43	69	272	0	642	362	444	78	238	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	975	215	314	86	59	146	58	1412	2924	3129	1331	596	394	1004	344	72	0	0	0	33	51	0	0	352	0	36	0	0	27	80	0	0	0	0	0	0	0	0	0	0	0	0	0	423	0	0	567	0	0	3799	0	0	696	0	0	425	0	327	0	0	0	580	0	0	254	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	997	5015	2351	508	0	4569	5572	4118	644
ASV_30	0	0	0	0	0	0	0	0	0	165	283	456	183	395	30	0	0	0	0	0	87	1609	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	40	0	43	0	37	109	0	242	0	255	294	609	97	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	715	332	530	912	1051	8784	64	0	155	0	471	0	0	0	0	62	0	0	1256	83	0	41	36	0	130	0	1348	0	2409	0	6583	1082	954	863	333	279	400	556	73	919	48	71	110	334	56	1696	0	1258	3716	39	0	54	164	13	71	300	79	0	0	0	0	871	112	0	0	0	0	111	0	0	0	0	0	2	0	0	0	1220	52	0	551	0	0	0	0	0
ASV_31	22	0	0	0	0	0	0	0	0	39	128	143	28	116	29	41	49	0	63	0	320	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	38	41	93	41	0	49	0	79	64	63	61	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	18154	74	0	11363	0	0	0	134	0	1506	0	0	0	43	17	0	0	0	128	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5427	1618	0	0	1642	1687	1676	127
ASV_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	148	0	0	0	0	0	15	58	0	23	280	77	0	657	0	0	0	154	0	0	0	655	0	0	0	33	0	0	0	0	0	0	0	0	0	196	0	715	159	210	92	58	240	43	538	884	585	7392	760	621	2159	1073	105	6	0	0	71	243	0	2238	1361	2188	0	80	69	37	47	0	0	0	9	0	10	0	0	0	0	0	0	0	1021	0	0	940	0	0	1125	0	11	8274	44	53	179	492	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	0	0	677	1032	1461	1086	0	218	432	247	73
ASV_33	0	658	1296	162	0	0	653	65	687	0	0	0	0	0	0	0	0	0	73	0	0	0	0	375	98	687	76	0	1140	0	0	0	0	0	0	496	1689	4551	34	1468	0	2586	249	82	7	1248	0	294	238	1198	121	97	1106	773	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	1114	602	370	2113	432	359	391	1563	1717	1486	59	1529	0	34	94	0	445	883	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	370	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	403	106	0	0	0	0	68	0	0	2271	0	2	0	519	0	0	0	28	11	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	0	0	0	0	0	0	0	0	0	159	755	455	85	350	233	211	25	0	0	0	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	257	241	346	126	302	424	0	536	429	230	56	247	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509	43	3348	820	898	394	186	110	0	1944	1228	882	122	849	511	354	767	52	0	0	0	0	110	0	0	78	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	513	0	0	3282	0	0	21	0	0	8	0	46	0	0	0	422	0	0	4	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	274	3541	1557	13	0	3546	4031	1730	742
ASV_35	0	640	1150	137	0	76	628	97	714	0	0	0	0	0	0	0	0	0	79	0	0	0	0	414	87	681	96	0	1163	0	0	0	0	0	0	515	1687	4829	0	1550	0	2717	262	71	0	1202	0	301	215	1190	134	96	1061	831	842	0	0	0	0	0	0	0	0	0	0	47	0	0	0	497	1117	604	381	2423	476	354	377	1531	1788	1450	64	1504	0	26	86	31	400	939	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	179	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	239	60	0	0	0	0	0	0	0	1387	0	0	0	324	0	0	32	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0	772	0	0	0	0	0	0	0	69	179	402	59	147	320	365	50	0	622	0	219	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	71	90	78	177	57	175	353	0	1083	162	2733	0	1607	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656	0	0	332	0	585	102	142	168	133	1430	469	1356	3209	736	1408	1247	1698	1927	244	68	0	0	0	47	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	43	0	0	152	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	392	7148	2144	224	0	94	38	102	0
ASV_37	0	0	760	0	0	0	0	1173	0	0	0	0	0	0	0	0	0	0	0	0	0	13405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	1375	1439	8127	561	766	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4122	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	293	0	0	0	0	0	0	0	0	0	238	0	0	1197	0	0	0	0	973
ASV_38	54	0	0	0	0	0	0	268	0	487	782	1182	533	1406	0	59	122	0	0	0	362	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	136	144	250	0	0	39	0	110	20	466	121	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	45	0	0	792	348	292	719	849	973	53	22	85	0	436	0	0	0	0	0	0	0	1161	0	0	0	0	0	56	0	0	0	0	0	184	0	0	64	0	0	0	0	0	4107	0	0	137	0	0	0	0	174	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	1947	886	327	0	6136	4445	4403	401
ASV_39	0	0	0	0	0	0	0	124	0	0	0	0	0	0	51	97	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	167	0	0	0	0	0	45	60	0	71	319	58	0	760	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	828	167	308	95	83	156	26	372	682	417	6283	545	421	1690	788	85	0	0	0	37	184	0	1664	166	1457	0	0	11	37	38	0	0	0	0	0	0	0	0	0	0	0	0	0	817	0	77	576	140	803	742	286	0	6520	153	140	77	0	0	0	0	0	339	0	19	41	0	0	0	0	0	0	0	696	0	0	0	0	0	0	0	0	0	702	688	1047	1227	0	148	320	193	23
ASV_40	4	0	714	0	0	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	12756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502	1258	1399	7505	491	671	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2235	3	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	143	0	0	776	0	0	0	0	546
ASV_41	4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17834	0	0	0	0	0	0	0	0	0	0	0	0	0	7895	0	0	0	0	0	220	0	0	0	0	0	1140	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	169	653	1172	929	10639	260	190	798	202	41	0	0	0	49	151	0	78	1540	523	24	0	135	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	42	259	0	40	312	0	0	2365	157	0	33	695	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	337	301	151	663	0	2677	2494	1814	578
ASV_45	4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16895	0	0	0	0	0	0	0	0	0	0	0	0	0	7134	0	0	0	0	0	240	0	0	0	0	0	1242	50	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	263	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	0	0	0	0	0	39	92	59	16	104	42	102	43	0	0	0	521	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	56	50	107	27	60	233	0	589	262	413	69	212	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	21	863	218	267	72	55	91	0	752	1637	1785	894	323	230	567	173	36	0	0	0	0	16	0	0	174	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	296	0	0	1879	0	0	477	0	0	308	0	215	0	0	0	358	0	0	176	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	586	2613	1281	372	0	2381	2869	2201	355
ASV_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	131	0	0	0	0	0	0	43	0	0	285	72	12	656	0	0	0	161	0	0	0	730	0	0	0	42	0	0	0	0	0	0	0	0	0	167	0	629	145	222	94	70	98	22	304	489	398	4993	417	355	1330	611	50	0	0	0	34	108	0	1167	738	1253	0	0	19	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	650	6	0	468	0	0	591	0	0	5443	0	0	123	305	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	373	528	829	659	0	112	277	136	31
ASV_49	20	0	0	0	0	0	0	0	0	51	129	120	57	67	37	0	30	0	0	0	197	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	50	45	114	40	12	59	0	150	4428	269	437	320	2760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	69	63	62	0	22	378	89	581	683	2141	181	66	60	184	34	114	0	0	0	0	0	0	0	120	0	5	0	0	0	0	0	347	0	53	0	375	81	85	96	54	0	0	8	10	0	0	57	119	0	45	0	0	71	74	205	0	0	151	0	0	0	61	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	816	2353	489	1940	0	386	334	413	193
ASV_50	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11015	114	13808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13358	462	11175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10953	113	12934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_54	0	0	0	0	0	0	0	0	0	27	34	36	15	0	0	0	0	0	0	0	41	11484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	678	71	5517	51	1501	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	38	0	40	21	51	0	0	0	0	0	0	0	65	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1752	492	0	26	0	0	0	0	0	1038	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
ASV_55	0	0	489	0	0	0	0	613	0	0	52	71	0	72	0	0	38	0	0	0	0	5661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	32	21	24	46	0	0	0	0	912	1927	672	2756	109	2970	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	142	50	84	0	0	11	0	0	0	0	25	0	0	0	0	289	0	0	0	0	0	0	0	17	0	0	25	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	2316	0	27	249	0	0	0	0	0	1708	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	79	0	0	337	0	0	0	0	13
ASV_56	31	0	0	0	0	0	0	42	0	43	120	129	42	72	49	59	48	0	59	0	287	92	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	35	67	87	92	0	29	134	0	47	46	237	0	125	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	78	0	57	48	0	1079	323	2035	1738	1263	764	301	71	579	49	640	7	0	0	26	0	0	28	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1883	0	60	26	0	68	0	0	241	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2893	786	3	0	0	0	0	0	0	0	0	633	1426	471	1367	0	338	266	335	175
ASV_58	0	0	0	0	0	0	0	0	0	0	0	33	0	51	0	0	9	0	0	0	0	11225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	357	628	63	5205	0	1371	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	256	2	0	7	0	0	0	0	603	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
ASV_59	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	67	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	45	50	0	152	339	204	287	99	268	752	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	166	0	0	53	154	0	376	0	0	0	0	0	114	0	0	16555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	71	83	0	41	0	0	0
ASV_60	0	0	530	0	0	0	0	640	0	36	30	70	25	39	0	0	0	0	0	0	42	5642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	14	0	29	0	0	0	0	824	1755	655	2716	111	2798	320	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	49	11	120	60	56	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	1448	0	0	119	0	0	0	0	0	1106	0	0	27	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	42	0	0	211	0	0	0	0	0
